PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21601018","Biodegradable pH/temperature-sensitive oligo(β-amino ester urethane) hydrogels for controlled release of doxorubicin","Huynh CT, Nguyen MK, Lee DS.","Acta Biomater. 2011 Aug;7(8):3123-30. doi: 10.1016/j.actbio.2011.05.004. Epub 2011 May 10.","Huynh CT","Acta Biomater","2011","2011/05/24","","","10.1016/j.actbio.2011.05.004"
"31770558","Redox response, antibacterial and drug package capacities of chitosan-α-lipoic acid conjugates","Luo Q, Han Q, Chen L, Fan X, Wang Y, Fei Z, Zhang H, Wang Y.","Int J Biol Macromol. 2020 Jul 1;154:1166-1174. doi: 10.1016/j.ijbiomac.2019.10.271. Epub 2019 Nov 23.","Luo Q","Int J Biol Macromol","2020","2019/11/27","","","10.1016/j.ijbiomac.2019.10.271"
"30195115","Investigating structure-dependent diffusion in hydrogels using spatially resolved NMR spectroscopy","Wisniewska MA, Seland JG.","J Colloid Interface Sci. 2019 Jan 1;533:671-677. doi: 10.1016/j.jcis.2018.08.112. Epub 2018 Aug 30.","Wisniewska MA","J Colloid Interface Sci","2019","2018/09/09","","","10.1016/j.jcis.2018.08.112"
"19005742","Nanometer- and submicrometer-sized hollow spheres of chondroitin sulfate as a potential formulation strategy for anti-inflammatory encapsulation","Reis AV, Guilherme MR, Mattoso LH, Rubira AF, Tambourgi EB, Muniz EC.","Pharm Res. 2009 Feb;26(2):438-44. doi: 10.1007/s11095-008-9732-y. Epub 2008 Nov 13.","Reis AV","Pharm Res","2009","2008/11/14","","","10.1007/s11095-008-9732-y"
"12916930","Investigation of the state and dynamics of water in hydrogels of cellulose ethers by 1H NMR spectroscopy","Baumgartner S, Lahajnar G, Sepe A, Kristl J.","AAPS PharmSciTech. 2002;3(4):E36. doi: 10.1208/pt030436.","Baumgartner S","AAPS PharmSciTech","2002","2003/08/15","PMC2751345","","10.1208/pt030436"
"12495547","Physically cross-linked chitosan hydrogels as topical vehicles for hydrophilic drugs","Cerchiara T, Luppi B, Bigucci F, Orienti I, Zecchi V.","J Pharm Pharmacol. 2002 Nov;54(11):1453-9. doi: 10.1211/00223570281.","Cerchiara T","J Pharm Pharmacol","2002","2002/12/24","","","10.1211/00223570281"
"36692905","Design of an Injectable Magnetic Hydrogel Based on the Tumor Microenvironment for Multimodal Synergistic Cancer Therapy","Ma H, Yu G, Cheng J, Song L, Zhou Z, Zhao Y, Zhao Q, Liu L, Wei X, Yang M.","Biomacromolecules. 2023 Feb 13;24(2):868-885. doi: 10.1021/acs.biomac.2c01300. Epub 2023 Jan 24.","Ma H","Biomacromolecules","2023","2023/01/24","","","10.1021/acs.biomac.2c01300"
"21903130","Polymer hydrogel from carboxymethyl guar gum and carbon nanotube for sustained trans-dermal release of diclofenac sodium","Giri A, Bhowmick M, Pal S, Bandyopadhyay A.","Int J Biol Macromol. 2011 Dec 1;49(5):885-93. doi: 10.1016/j.ijbiomac.2011.08.003. Epub 2011 Aug 10.","Giri A","Int J Biol Macromol","2011","2011/09/10","","","10.1016/j.ijbiomac.2011.08.003"
"37572819","Intratumoral thermo-chemotherapeutic alginate hydrogel containing doxorubicin loaded PLGA nanoparticle and heating agent","Tsai LH, Young TH, Yen CH, Yao WC, Chang CH.","Int J Biol Macromol. 2023 Nov 1;251:126221. doi: 10.1016/j.ijbiomac.2023.126221. Epub 2023 Aug 10.","Tsai LH","Int J Biol Macromol","2023","2023/08/12","","","10.1016/j.ijbiomac.2023.126221"
"39647946","Hyaluronic acid-based hydrogels as codelivery systems: The effect of intermolecular interactions investigated by HR-MAS and solid-state NMR Spectroscopy","Vanoli V, Casalegno M, Carravetta M, Pizzetti F, Mele A, Rossi F, Castiglione F.","Carbohydr Polym. 2025 Feb 15;350:123043. doi: 10.1016/j.carbpol.2024.123043. Epub 2024 Nov 20.","Vanoli V","Carbohydr Polym","2025","2024/12/08","","","10.1016/j.carbpol.2024.123043"
"24508554","Synthesis of oxidized glycerol monooleate-chitosan polymer and its hydrogel formation for sustained release of trimetazidine hydrochloride","Zhang J, Fu M, Zhang M, Xu L, Gao Y.","Int J Pharm. 2014 Apr 25;465(1-2):32-41. doi: 10.1016/j.ijpharm.2014.02.001. Epub 2014 Feb 7.","Zhang J","Int J Pharm","2014","2014/02/11","","","10.1016/j.ijpharm.2014.02.001"
"31675640","Magnetically-oriented type I collagen-SiO(2)@Fe(3)O(4) rods composite hydrogels tuning skin cell growth","Shi Y, Li Y, Coradin T.","Colloids Surf B Biointerfaces. 2020 Jan 1;185:110597. doi: 10.1016/j.colsurfb.2019.110597. Epub 2019 Oct 20.","Shi Y","Colloids Surf B Biointerfaces","2020","2019/11/02","","","10.1016/j.colsurfb.2019.110597"
"24503293","Application of NMR spectroscopy in the development of a biomimetic approach for hydrophobic drug association with physical hydrogels","López-Cebral R, Martin-Pastor M, Paolicelli P, Casadei MA, Seijo B, Sanchez A.","Colloids Surf B Biointerfaces. 2014 Mar 1;115:391-9. doi: 10.1016/j.colsurfb.2013.12.022. Epub 2013 Dec 19.","López-Cebral R","Colloids Surf B Biointerfaces","2014","2014/02/08","","","10.1016/j.colsurfb.2013.12.022"
"19945520","Study of branched cationic beta-cyclodextrin polymer/indomethacin complex and its release profile from alginate hydrogel","Xin J, Guo Z, Chen X, Jiang W, Li J, Li M.","Int J Pharm. 2010 Feb 15;386(1-2):221-8. doi: 10.1016/j.ijpharm.2009.11.024. Epub 2009 Nov 27.","Xin J","Int J Pharm","2010","2009/12/01","","","10.1016/j.ijpharm.2009.11.024"
"24906777","Thermoresponsive magnetic nanoparticle--aminated guar gum hydrogel system for sustained release of doxorubicin hydrochloride","Murali R, Vidhya P, Thanikaivelan P.","Carbohydr Polym. 2014 Sep 22;110:440-5. doi: 10.1016/j.carbpol.2014.04.076. Epub 2014 Apr 26.","Murali R","Carbohydr Polym","2014","2014/06/08","","","10.1016/j.carbpol.2014.04.076"
"16730451","Effects of basic fibroblast growth factor microspheres on angiogenesis in ischemic myocardium and cardiac function: analysis with dobutamine cardiovascular magnetic resonance tagging","Liu Y, Sun L, Huan Y, Zhao H, Deng J.","Eur J Cardiothorac Surg. 2006 Jul;30(1):103-7. doi: 10.1016/j.ejcts.2006.03.043. Epub 2006 May 26.","Liu Y","Eur J Cardiothorac Surg","2006","2006/05/30","","","10.1016/j.ejcts.2006.03.043"
"29222015","Synthesis and evaluation on pH- and temperature-responsive chitosan-p(MAA-co-NIPAM) hydrogels","Rasib SZM, Ahmad Z, Khan A, Akil HM, Othman MBH, Hamid ZAA, Ullah F.","Int J Biol Macromol. 2018 Mar;108:367-375. doi: 10.1016/j.ijbiomac.2017.12.021. Epub 2017 Dec 6.","Rasib SZM","Int J Biol Macromol","2018","2017/12/10","","","10.1016/j.ijbiomac.2017.12.021"
"24477874","Smart magnetic poly(N-isopropylacrylamide) to control the release of bio-active molecules","Dionigi C, Lungaro L, Goranov V, Riminucci A, Piñeiro-Redondo Y, Bañobre-López M, Rivas J, Dediu V.","J Mater Sci Mater Med. 2014 Oct;25(10):2365-71. doi: 10.1007/s10856-014-5159-7. Epub 2014 Jan 30.","Dionigi C","J Mater Sci Mater Med","2014","2014/01/31","","","10.1007/s10856-014-5159-7"
"20121075","In situ forming hydrogels based on tyramine conjugated 4-Arm-PPO-PEO via enzymatic oxidative reaction","Park KM, Shin YM, Joung YK, Shin H, Park KD.","Biomacromolecules. 2010 Mar 8;11(3):706-12. doi: 10.1021/bm9012875.","Park KM","Biomacromolecules","2010","2010/02/04","","","10.1021/bm9012875"
"27064089","Tough and multi-responsive hydrogel based on the hemicellulose from the spent liquor of viscose process","Du J, Li B, Li C, Zhang Y, Yu G, Wang H, Mu X.","Int J Biol Macromol. 2016 Jul;88:451-6. doi: 10.1016/j.ijbiomac.2016.04.013. Epub 2016 Apr 7.","Du J","Int J Biol Macromol","2016","2016/04/12","","","10.1016/j.ijbiomac.2016.04.013"
"32718609","3D printing of self-healing ferrogel prepared from glycol chitosan, oxidized hyaluronate, and iron oxide nanoparticles","Ko ES, Kim C, Choi Y, Lee KY.","Carbohydr Polym. 2020 Oct 1;245:116496. doi: 10.1016/j.carbpol.2020.116496. Epub 2020 Jun 2.","Ko ES","Carbohydr Polym","2020","2020/07/29","","","10.1016/j.carbpol.2020.116496"
"26291977","Functionalized graphene oxide-based thermosensitive hydrogel for magnetic hyperthermia therapy on tumors","Zhu X, Zhang H, Huang H, Zhang Y, Hou L, Zhang Z.","Nanotechnology. 2015 Sep 11;26(36):365103. doi: 10.1088/0957-4484/26/36/365103. Epub 2015 Aug 17.","Zhu X","Nanotechnology","2015","2015/08/21","","","10.1088/0957-4484/26/36/365103"
"15543595","Extended release of a novel antidepressant, venlafaxine, based on anionic polyamidoamine dendrimers and poly(ethylene glycol)-containing semi-interpenetrating networks","Yang H, Lopina ST.","J Biomed Mater Res A. 2005 Jan 1;72(1):107-14. doi: 10.1002/jbm.a.30220.","Yang H","J Biomed Mater Res A","2005","2004/11/16","","","10.1002/jbm.a.30220"
"25141338","NMR nanoparticle diffusometry in hydrogels: enhancing sensitivity and selectivity","de Kort DW, van Duynhoven JP, Hoeben FJ, Janssen HM, Van As H.","Anal Chem. 2014 Sep 16;86(18):9229-35. doi: 10.1021/ac502211q. Epub 2014 Aug 29.","de Kort DW","Anal Chem","2014","2014/08/21","","","10.1021/ac502211q"
"21699141","Synthesis of multiresponsive and dynamic chitosan-based hydrogels for controlled release of bioactive molecules","Zhang Y, Tao L, Li S, Wei Y.","Biomacromolecules. 2011 Aug 8;12(8):2894-901. doi: 10.1021/bm200423f. Epub 2011 Jun 30.","Zhang Y","Biomacromolecules","2011","2011/06/25","","","10.1021/bm200423f"
"18809480","Thermosensitivity and release from poly N-isopropylacrylamide-polylactide copolymers","Chearúil FN, Corrigan OI.","Int J Pharm. 2009 Jan 21;366(1-2):21-30. doi: 10.1016/j.ijpharm.2008.08.036. Epub 2008 Sep 3.","Chearúil FN","Int J Pharm","2009","2008/09/24","","","10.1016/j.ijpharm.2008.08.036"
"36152907","A self-healing, magnetic and injectable biopolymer hydrogel generated by dual cross-linking for drug delivery and bone repair","Chen M, Tan H, Xu W, Wang Z, Zhang J, Li S, Zhou T, Li J, Niu X.","Acta Biomater. 2022 Nov;153:159-177. doi: 10.1016/j.actbio.2022.09.036. Epub 2022 Sep 22.","Chen M","Acta Biomater","2022","2022/09/24","","","10.1016/j.actbio.2022.09.036"
"29852377","Glycosylated superparamagnetic nanoparticle gradients for osteochondral tissue engineering","Li C, Armstrong JP, Pence IJ, Kit-Anan W, Puetzer JL, Correia Carreira S, Moore AC, Stevens MM.","Biomaterials. 2018 Sep;176:24-33. doi: 10.1016/j.biomaterials.2018.05.029. Epub 2018 May 21.","Li C","Biomaterials","2018","2018/06/01","PMC6018621","EMS77964","10.1016/j.biomaterials.2018.05.029"
"22195871","Development of biocompatible silicone hyrogels with high resistance to protein adsorption and bacterial adhesion","Lin W, Zhang J, Wang Z, Chen S.","J Control Release. 2011 Nov 30;152 Suppl 1:e224-6. doi: 10.1016/j.jconrel.2011.09.025.","Lin W","J Control Release","2011","2011/12/27","","","10.1016/j.jconrel.2011.09.025"
"39406321","Synthesis and characterization of self-healable supramolecular hydrogel based on carboxymethyl cellulose for biomedical applications","Kurdtabar M, Mirashrafi NS, Bagheri Marandi G, Ghobadifar V.","Int J Biol Macromol. 2024 Nov;281(Pt 4):136532. doi: 10.1016/j.ijbiomac.2024.136532. Epub 2024 Oct 13.","Kurdtabar M","Int J Biol Macromol","2024","2024/10/15","","","10.1016/j.ijbiomac.2024.136532"
"30710823","Magnetically-guided hydrogel capsule motors produced via ultrasound assisted hydrodynamic electrospray ionization jetting","Rutkowski S, Si T, Gai M, Sun M, Frueh J, He Q.","J Colloid Interface Sci. 2019 Apr 1;541:407-417. doi: 10.1016/j.jcis.2019.01.103. Epub 2019 Jan 24.","Rutkowski S","J Colloid Interface Sci","2019","2019/02/03","","","10.1016/j.jcis.2019.01.103"
"28499634","A 'degradable' poly(vinyl alcohol) iron oxide nanoparticle hydrogel","Bannerman AD, Li X, Wan W.","Acta Biomater. 2017 Aug;58:376-385. doi: 10.1016/j.actbio.2017.05.018. Epub 2017 May 10.","Bannerman AD","Acta Biomater","2017","2017/05/14","","","10.1016/j.actbio.2017.05.018"
"33401918","Injectable biocompatible poly(2-oxazoline) hydrogels by strain promoted alkyne-azide cycloaddition","Park JR, Bolle ECL, Santos Cavalcanti AD, Podevyn A, Van Guyse JFR, Forget A, Hoogenboom R, Dargaville TR.","Biointerphases. 2021 Jan 5;16(1):011001. doi: 10.1116/6.0000630.","Park JR","Biointerphases","2021","2021/01/06","","","10.1116/6.0000630"
"40312457","Magnetically driven biohybrid blood hydrogel fibres for personalized intracranial tumour therapy under fluoroscopic tracking","Wang B, Shen J, Huang C, Ye Z, He J, Wu X, Guo Z, Zhang L, Xu T.","Nat Biomed Eng. 2025 Sep;9(9):1471-1485. doi: 10.1038/s41551-025-01382-z. Epub 2025 May 1.","Wang B","Nat Biomed Eng","2025","2025/05/01","","","10.1038/s41551-025-01382-z"
"33369876","Spatiotemporally Resolved Heat Dissipation in 3D Patterned Magnetically Responsive Hydrogels","Monks P, Wychowaniec JK, McKiernan E, Clerkin S, Crean J, Rodriguez BJ, Reynaud EG, Heise A, Brougham DF.","Small. 2021 Feb;17(5):e2004452. doi: 10.1002/smll.202004452. Epub 2020 Dec 28.","Monks P","Small","2021","2020/12/28","","","10.1002/smll.202004452"
"40246100","Designing of moringa gum-zwitterionic copolymer structure through supra-molecular and covalent interactions for biomedical uses","Kumar R, Thakur N, Kumar S, Singh B.","Int J Biol Macromol. 2025 May;310(Pt 1):143211. doi: 10.1016/j.ijbiomac.2025.143211. Epub 2025 Apr 15.","Kumar R","Int J Biol Macromol","2025","2025/04/17","","","10.1016/j.ijbiomac.2025.143211"
"37595715","Nano-residronate loaded κ-carrageenan-based injectable hydrogels for bone tissue regeneration","Haroon B, Sohail M, Minhas MU, Mahmood A, Hussain Z, Ahmed Shah S, Khan S, Abbasi M, Kashif MUR.","Int J Biol Macromol. 2023 Nov 1;251:126380. doi: 10.1016/j.ijbiomac.2023.126380. Epub 2023 Aug 16.","Haroon B","Int J Biol Macromol","2023","2023/08/18","","","10.1016/j.ijbiomac.2023.126380"
"18052148","Structure and properties of low molecular weight amphiphilic peptide hydrogelators","Mitra RN, Das D, Roy S, Das PK.","J Phys Chem B. 2007 Dec 27;111(51):14107-13. doi: 10.1021/jp076495x. Epub 2007 Dec 4.","Mitra RN","J Phys Chem B","2007","2007/12/07","","","10.1021/jp076495x"
"32827797","Injectable ferrimagnetic silk fibroin hydrogel for magnetic hyperthermia ablation of deep tumor","Qian KY, Song Y, Yan X, Dong L, Xue J, Xu Y, Wang B, Cao B, Hou Q, Peng W, Hu J, Jiang K, Chen S, Wang H, Lu Y.","Biomaterials. 2020 Nov;259:120299. doi: 10.1016/j.biomaterials.2020.120299. Epub 2020 Aug 10.","Qian KY","Biomaterials","2020","2020/08/23","","","10.1016/j.biomaterials.2020.120299"
"27585291","Transport Properties of Ibuprofen Encapsulated in Cyclodextrin Nanosponge Hydrogels: A Proton HR-MAS NMR Spectroscopy Study","Ferro M, Castiglione F, Punta C, Melone L, Panzeri W, Rossi B, Trotta F, Mele A.","J Vis Exp. 2016 Aug 15;(114):53769. doi: 10.3791/53769.","Ferro M","J Vis Exp","2016","2016/09/02","PMC5091856","","10.3791/53769"
"29569835","Simultaneous release of melatonin and methylprednisolone from an injectable in situ self-crosslinked hydrogel/microparticle system for cartilage tissue engineering","Naghizadeh Z, Karkhaneh A, Khojasteh A.","J Biomed Mater Res A. 2018 Jul;106(7):1932-1940. doi: 10.1002/jbm.a.36401. Epub 2018 Apr 2.","Naghizadeh Z","J Biomed Mater Res A","2018","2018/03/24","","","10.1002/jbm.a.36401"
"19514846","Characterization of in vivo effects of platelet-rich plasma and biodegradable gelatin hydrogel microspheres on degenerated intervertebral discs","Sawamura K, Ikeda T, Nagae M, Okamoto S, Mikami Y, Hase H, Ikoma K, Yamada T, Sakamoto H, Matsuda K, Tabata Y, Kawata M, Kubo T.","Tissue Eng Part A. 2009 Dec;15(12):3719-27. doi: 10.1089/ten.TEA.2008.0697.","Sawamura K","Tissue Eng Part A","2009","2009/06/12","","","10.1089/ten.TEA.2008.0697"
"40787971","TriMag Microrobots: 3D-Printed Microrobots for Magnetic Actuation, Imaging, and Hyperthermia","Xing L, Cai Y, Zhang Y, Mozel K, Tang Z, Tang T, Mottini V, Nigam S, Smith BR, Lee IY, Nagaraja TN, Wang P, Li X, Gao T, Li J.","Adv Mater. 2025 Nov;37(45):e19708. doi: 10.1002/adma.202419708. Epub 2025 Aug 11.","Xing L","Adv Mater","2025","2025/08/11","PMC12617050","","10.1002/adma.202419708"
"33455397","A Magnetically Responsive Hydrogel System for Controlling the Timing of Bone Progenitor Recruitment and Differentiation Factor Deliveries","Madani SZM, Reisch A, Roxbury D, Kennedy SM.","ACS Biomater Sci Eng. 2020 Mar 9;6(3):1522-1534. doi: 10.1021/acsbiomaterials.9b01746. Epub 2020 Feb 12.","Madani SZM","ACS Biomater Sci Eng","2020","2021/01/18","","","10.1021/acsbiomaterials.9b01746"
"40653946","Advanced Injectable Human-Derived Microgels for Improved Cell Delivery and Tissue Regeneration","Mendes MC, Santos SC, Custódio CA, Silva AS, Mano JF.","Adv Healthc Mater. 2025 Sep;14(25):e2500977. doi: 10.1002/adhm.202500977. Epub 2025 Jul 14.","Mendes MC","Adv Healthc Mater","2025","2025/07/14","","","10.1002/adhm.202500977"
"34852302","Bioactive injectable hydrogels for on demand molecule/cell delivery and for tissue regeneration in the central nervous system","Grimaudo MA, Krishnakumar GS, Giusto E, Furlani F, Bassi G, Rossi A, Molinari F, Lista F, Montesi M, Panseri S.","Acta Biomater. 2022 Mar 1;140:88-101. doi: 10.1016/j.actbio.2021.11.038. Epub 2021 Nov 28.","Grimaudo MA","Acta Biomater","2022","2021/12/01","","","10.1016/j.actbio.2021.11.038"
"23355508","Chitosan electrodeposition for microrobotic drug delivery","Fusco S, Chatzipirpiridis G, Sivaraman KM, Ergeneman O, Nelson BJ, Pané S.","Adv Healthc Mater. 2013 Jul;2(7):1037-44. doi: 10.1002/adhm.201200409. Epub 2013 Jan 25.","Fusco S","Adv Healthc Mater","2013","2013/01/29","","","10.1002/adhm.201200409"
"20573393","Hyaluronic acid hydrogels with controlled degradation properties for oriented bone regeneration","Patterson J, Siew R, Herring SW, Lin AS, Guldberg R, Stayton PS.","Biomaterials. 2010 Sep;31(26):6772-81. doi: 10.1016/j.biomaterials.2010.05.047. Epub 2010 Jun 23.","Patterson J","Biomaterials","2010","2010/06/25","PMC2907529","NIHMS211235","10.1016/j.biomaterials.2010.05.047"
"36053474","Interpenetrating polymeric network (IPNs) in ophthalmic drug delivery: Breaking the barriers","Rathod S.","Int Ophthalmol. 2023 Mar;43(3):1063-1074. doi: 10.1007/s10792-022-02482-4. Epub 2022 Sep 2.","Rathod S","Int Ophthalmol","2023","2022/09/02","","","10.1007/s10792-022-02482-4"
"23895126","Contributions and future perspectives on the use of magnetic nanoparticles as diagnostic and therapeutic tools in the field of regenerative medicine","Santo VE, Rodrigues MT, Gomes ME.","Expert Rev Mol Diagn. 2013 Jul;13(6):553-66. doi: 10.1586/14737159.2013.819169.","Santo VE","Expert Rev Mol Diagn","2013","2013/07/31","","","10.1586/14737159.2013.819169"
"32053340","Facile Method for Fabrication of Meter-Long Multifunctional Hydrogel Fibers with Controllable Biophysical and Biochemical Features","Mirani B, Pagan E, Shojaei S, Dabiri SMH, Savoji H, Mehrali M, Sam M, Alsaif J, Bhiladvala RB, Dolatshahi-Pirouz A, Radisic M, Akbari M.","ACS Appl Mater Interfaces. 2020 Feb 26;12(8):9080-9089. doi: 10.1021/acsami.9b23063. Epub 2020 Feb 13.","Mirani B","ACS Appl Mater Interfaces","2020","2020/02/14","","","10.1021/acsami.9b23063"
"32864804","Zwitterionic 3D-Printed Non-Immunogenic Stealth Microrobots","Cabanach P, Pena-Francesch A, Sheehan D, Bozuyuk U, Yasa O, Borros S, Sitti M.","Adv Mater. 2020 Oct;32(42):e2003013. doi: 10.1002/adma.202003013. Epub 2020 Aug 30.","Cabanach P","Adv Mater","2020","2020/09/01","PMC7610461","EMS104392","10.1002/adma.202003013"
